DATAFLOW,REF_AREA,FREQ,METHODOLOGY,MEASURE,UNIT_MEASURE,EXPENDITURE,ADJUSTMENT,TRANSFORMATION,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,BASE_PER,DURABILITY,DECIMALS
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2020-04,104.8904,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2020-05,104.8272,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2020-06,105.1118,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2020-07,105.0275,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2020-08,105.6178,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2020-09,106.1976,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2020-10,105.6072,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2020-11,105.5124,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2020-12,105.7654,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2021-01,106.5138,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2021-02,107.0831,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2021-03,107.3572,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2021-04,107.5048,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2021-05,107.5786,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2021-06,107.5786,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2021-07,107.7999,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2021-08,108.3165,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2021-09,108.7592,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2021-10,108.949,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2021-11,109.4971,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2021-12,109.6764,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2022-01,110.5302,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2022-02,111.1311,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2022-03,111.848,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2022-04,112.6175,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2022-05,113.3238,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2022-06,114.0723,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2022-07,114.6204,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2022-08,114.515,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2022-09,114.7153,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2022-10,115.0737,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2022-11,114.9789,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2022-12,115.1792,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2023-01,116.033,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2023-02,116.3071,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2023-03,116.5074,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2023-04,116.771,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2023-05,117.1505,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2023-06,117.1821,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2023-07,117.3191,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2023-08,118.3628,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2023-09,118.9636,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2023-10,119.4064,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2023-11,118.7844,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2023-12,118.8371,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2024-01,119.301,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2024-02,119.944,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2024-03,120.1232,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2024-04,120.1865,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2024-05,120.2814,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2024-06,120.0073,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2024-07,120.313,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2024-08,120.7452,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2024-09,120.8612,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2024-10,120.9033,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2024-11,120.5976,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2024-12,121.1352,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2025-01,121.9786,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2025-02,122.3686,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2025-03,122.59,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2025-04,122.6849,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2025-05,122.5689,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2025-06,122.6111,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2025-07,122.8325,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2025-08,122.7587,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2025-09,123.4017,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2025-10,123.7812,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2025-11,123.5493,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2025-12,123.9393,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2026-01,124.4243,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2026-02,124.8143,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2026-03,125.236,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2026-04,125.8369,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),KOR,M,N,CPI,IX,_T,N,_Z,2026-05,126.4167,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2014-01,103.9,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2014-02,104.4,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2014-03,103.9,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2014-04,103.4,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2014-05,102.2,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2014-06,102.4,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2014-07,102.2,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2014-08,102.0,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2014-09,101.8,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2014-10,101.9,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2014-11,101.7,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2014-12,102.0,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2015-01,101.3,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2015-02,101.0,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2015-03,100.9,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2015-04,100.5,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2015-05,100.4,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2015-06,100.1,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2015-07,99.5,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2015-08,99.5,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2015-09,99.5,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2015-10,99.1,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2015-11,99.2,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2015-12,99.0,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2016-01,98.7,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2016-02,98.8,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2016-03,98.1,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2016-04,98.0,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2016-05,97.6,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2016-06,97.2,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2016-07,96.9,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2016-08,97.3,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2016-09,97.2,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2016-10,96.7,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2016-11,97.1,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2016-12,97.9,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2017-01,98.2,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2017-02,99.0,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2017-03,99.3,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2017-04,99.5,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2017-05,99.6,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2017-06,99.5,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2017-07,99.4,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2017-08,99.5,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2017-09,100.3,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2017-10,100.6,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2017-11,101.1,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2017-12,101.9,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2018-01,101.8,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2018-02,101.9,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2018-03,102.3,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2018-04,102.2,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2018-05,101.9,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2018-06,101.5,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2018-07,101.7,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2018-08,101.9,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2018-09,101.8,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2018-10,101.5,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2018-11,101.7,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2018-12,102.6,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2019-01,102.7,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2019-02,103.1,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2019-03,103.2,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2019-04,102.9,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2019-05,103.0,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2019-06,103.2,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2019-07,103.2,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2019-08,103.8,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2019-09,103.5,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2019-10,102.9,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2019-11,103.8,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2019-12,104.3,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2020-01,104.2,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2020-02,104.4,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2020-03,104.6,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2020-04,104.4,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2020-05,105.0,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2020-06,104.4,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2020-07,104.1,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2020-08,104.2,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2020-09,103.5,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2020-10,103.5,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2020-11,103.3,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2020-12,102.9,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2021-01,103.5,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2021-02,103.8,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2021-03,103.1,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2021-04,103.9,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2021-05,103.6,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2021-06,103.8,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2021-07,103.4,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2021-08,104.6,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2021-09,104.4,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2021-10,104.9,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2021-11,105.9,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2021-12,107.3,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2022-01,108.0,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2022-02,109.0,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),GBR,M,N,CPI,IX,CP01,N,_Z,2022-03,109.3,A,,2015,,2
