DATAFLOW,REF_AREA,FREQ,METHODOLOGY,MEASURE,UNIT_MEASURE,EXPENDITURE,ADJUSTMENT,TRANSFORMATION,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,BASE_PER,DURABILITY,DECIMALS
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2015-04,99.53728,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,_T,N,_Z,2022-10,105.5371,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,_T,N,_Z,2022-09,104.9672,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,_T,N,_Z,2022-08,104.5114,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2014-07,98.30334,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2014-06,97.58355,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2014-05,97.37789,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2019-02,103.6504,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2019-01,103.1362,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2018-12,102.8278,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2018-11,103.4447,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2018-10,103.0334,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2018-09,102.5193,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2018-08,105.8098,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2018-07,102.5193,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2018-06,102.3136,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2018-05,101.9023,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2018-04,101.9023,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2018-03,101.6967,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2018-02,102.2108,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2018-01,101.1825,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2017-12,101.5938,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2017-11,102.3136,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2017-10,102.3136,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2017-09,101.5938,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2014-04,98.09769,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2014-03,95.11568,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2014-02,94.8072,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2014-01,94.60154,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2016-05,100.9769,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2016-04,100.7712,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2016-03,100.4627,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2016-02,100.4627,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2016-01,99.74293,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2015-12,100.4627,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2015-11,101.0797,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2026-02,128.6369,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2026-01,127.494,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2025-12,128.7639,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2025-11,129.5258,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2025-10,129.5258,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2025-09,127.1131,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2025-08,129.3988,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2025-07,127.3671,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2025-06,125.7162,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2025-05,126.9861,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2025-04,126.4781,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2025-03,125.4623,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2025-02,124.3194,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2025-01,123.1765,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2024-12,123.3035,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2024-11,123.5575,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2024-10,123.1765,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2024-09,121.9066,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2024-08,124.5734,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2024-07,121.7797,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2024-06,119.8749,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2024-05,120.7638,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2024-04,120.6368,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2024-03,119.8749,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2024-02,119.4939,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2024-01,118.2241,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2023-12,119.3669,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2023-11,119.3669,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2023-10,118.732,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2023-09,117.8431,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2023-08,119.8749,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2023-07,117.3352,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2023-06,114.1605,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2023-05,115.8113,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2023-04,114.7954,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2023-03,112.5097,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2023-02,110.9858,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2023-01,110.4779,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2015-03,99.22879,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2015-02,99.02314,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2015-01,98.40617,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2014-12,98.71465,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2014-11,98.81748,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2014-10,99.22879,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2014-09,98.61182,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2014-08,100.1542,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2020-07,103.3667,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2020-06,104.3826,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2020-05,105.7794,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2020-04,105.6524,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2020-03,105.7794,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2020-02,105.7794,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2020-01,105.3985,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2019-12,106.2211,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2019-11,106.4267,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2019-10,106.1183,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2019-09,103.5476,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2019-08,106.1183,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2019-07,103.3419,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2019-06,103.4447,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2019-05,102.8278,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2019-04,103.4447,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP11,N,_Z,2019-03,102.7249,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP045,N,_Z,2026-07,122.7569,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP045,N,_Z,2026-06,122.0507,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP045,N,_Z,2026-05,121.6976,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP045,N,_Z,2026-04,116.519,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP045,N,_Z,2026-03,107.1033,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP045,N,_Z,2026-02,106.044,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP045,N,_Z,2026-01,118.6375,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP045,N,_Z,2025-12,118.7552,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP045,N,_Z,2025-11,118.8729,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP045,N,_Z,2025-10,113.2235,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP045,N,_Z,2025-09,112.635,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP045,N,_Z,2025-08,114.5181,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP045,N,_Z,2025-07,121.1091,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP045,N,_Z,2025-06,122.4038,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP045,N,_Z,2025-05,123.1099,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP045,N,_Z,2025-04,118.7552,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP045,N,_Z,2025-03,114.4004,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP045,N,_Z,2025-02,113.9297,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP045,N,_Z,2025-01,120.756,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP045,N,_Z,2024-12,120.6383,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP045,N,_Z,2024-11,114.4004,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP045,N,_Z,2024-10,110.1634,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP045,N,_Z,2024-09,109.5749,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP045,N,_Z,2024-08,120.4029,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP045,N,_Z,2024-07,120.8737,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP045,N,_Z,2024-06,116.7544,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP045,N,_Z,2024-05,112.3996,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP045,N,_Z,2024-04,107.5741,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP045,N,_Z,2024-03,107.221,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP045,N,_Z,2024-02,106.2794,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP045,N,_Z,2024-01,106.1617,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP045,N,_Z,2023-12,105.8086,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP045,N,_Z,2023-11,105.9263,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP045,N,_Z,2023-10,106.6325,A,,2015,,2
OECD.SDD.TPS:DSD_PRICES_COICOP2018@DF_PRICES_C2018_ALL(1.0),JPN,M,N,CPI,IX,CP045,N,_Z,2023-09,98.74688,A,,2015,,2
